AREAGEOGRAFICA,CAPSCUOLA,CODICECOMUNESCUOLA,CODICEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONEISTITUTORIFERIMENTO,DENOMINAZIONESCUOLA,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONECOMUNE,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,INDIRIZZOSCUOLA,PROVINCIA,REGIONE,SITOWEBSCUOLA,ANNOSCOLASTICO,INDIRIZZO_TOT
NORD OVEST,10139,L219,TOIS058007,TOTE058011,I.I.S. SANTORRE DI SANTAROSA,SANTORRE DI SANTAROSA,NORMALE,TORINO,ISTITUTO TECNICO PER ATTIVITA' SOCIALI (GIA' ITF),NO,Non Disponibile,TOIS058007@istruzione.it,Non Disponibile,"CORSO PESCHIERA, 230",TORINO,PIEMONTE,www.santorre.it,201718,"CORSO PESCHIERA, 230, TORINO, Italia"
NORD OVEST,10154,L219,TOIS01300N,TOTF013016,BODONI - PARAVIA,BODONI - PARAVIA,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS01300N@istruzione.it,Non Disponibile,"VIA PONCHIELLI,56",TORINO,PIEMONTE,www.bodoniparavia.it,201718,"VIA PONCHIELLI,56, TORINO, Italia"
NORD OVEST,10154,L219,TOIS01300N,TOTF01350E,BODONI - PARAVIA,I.I.S. BODONI - PARAVIA  SERALE,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS01300N@istruzione.it,Non Disponibile,"VIA PONCHIELLI,56",TORINO,PIEMONTE,www.bodoniparavia.it,201718,"VIA PONCHIELLI,56, TORINO, Italia"
NORD OVEST,10137,L219,TOEE02500T,TOEE02500T,D.D. MAZZARELLO -  TORINO,D.D. MAZZARELLO -  TORINO,NORMALE,TORINO,SCUOLA PRIMARIA,SI,Non Disponibile,TOEE02500T@istruzione.it,toee02500t@pec.istruzione.it,VIA COLLINO 12,TORINO,PIEMONTE,Non Disponibile,201718,"VIA COLLINO 12, TORINO, Italia"
NORD OVEST,10127,L219,TOIS06400E,TOTD06401R,IIS COPERNICO-LUXEMBURG,ROSA LUXEMBURG,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS06400E@istruzione.it,Non Disponibile,C.SO CAIO PLINIO 6,TORINO,PIEMONTE,www.copernicoluxemburg.gov.it,201718,"C.SO CAIO PLINIO 6, TORINO, Italia"
NORD OVEST,10131,L219,TOIS066006,TOTD06602D,A. GOBETTI MARCHESINI - CASALE - ARDUINO,ARDUINO,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS066006@istruzione.it,Non Disponibile,VIA FIGLIE DEI MILITARI 25,TORINO,PIEMONTE,www.gmca.gov.it,201718,"VIA FIGLIE DEI MILITARI 25, TORINO, Italia"
NORD OVEST,10100,L219,TOIS066006,TOTD06603E,A. GOBETTI MARCHESINI - CASALE - ARDUINO,ARDUINO SEZIONE OSPEDALIERA,C/O IST. OSPEDALIERO,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS066006@istruzione.it,Non Disponibile,VIA ZURETTI 29,TORINO,PIEMONTE,www.copernicoluxemburg.gov.it,201718,"VIA ZURETTI 29, TORINO, Italia"
NORD OVEST,10100,L219,TOIS066006,TOTD06604G,A. GOBETTI MARCHESINI - CASALE - ARDUINO,ARDUINO SEZ OSPEDALE REGINA MARGHERITA,C/O IST. OSPEDALIERO,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS066006@istruzione.it,Non Disponibile,PIAZZA POLONIA 94,TORINO,PIEMONTE,www.copernicoluxemburg.gov.it,201718,"PIAZZA POLONIA 94, TORINO, Italia"
NORD OVEST,10135,L219,TOIS04300D,TOTF043012,I.I.S. PRIMO LEVI,ISTITUTO TECNICO PRIMO LEVI,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS04300D@istruzione.it,Non Disponibile,"CORSO UNIONE SOVIETICA, 490",TORINO,PIEMONTE,www.iisprimolevi.it,201718,"CORSO UNIONE SOVIETICA, 490, TORINO, Italia"
NORD OVEST,10137,L219,TOIS04700R,TOTF047019,I.I.S. GALILEI - FERRARI,E. FERRARI,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS04700R@istruzione.it,Non Disponibile,VIA GAIDANO 126,TORINO,PIEMONTE,www.galileiferrari.it,201718,"VIA GAIDANO 126, TORINO, Italia"
NORD OVEST,10148,L219,TOIS04800L,TOTF048015,I.I.S. R. ZERBONI,R. ZERBONI,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS04800L@istruzione.it,Non Disponibile,VIA P. DELLA CELLA 3,TORINO,PIEMONTE,www.ipsiazerboni.it,201718,"VIA P. DELLA CELLA 3, TORINO, Italia"
NORD OVEST,10124,L219,TOIS05100C,TOTF051011,I.I.S. A. AVOGADRO,A.AVOGADRO,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS05100C@istruzione.it,Non Disponibile,"CORSO SAN MAURIZIO,8",TORINO,PIEMONTE,www.itisavogadro.it,201718,"CORSO SAN MAURIZIO,8, TORINO, Italia"
NORD OVEST,10124,L219,TOIS05100C,TOTF05151A,I.I.S. A. AVOGADRO,I.I.S. A. AVOGADRO SERALE,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS05100C@istruzione.it,Non Disponibile,"CORSO SAN MAURIZIO,8",TORINO,PIEMONTE,www.itisavogadro.it,201718,"CORSO SAN MAURIZIO,8, TORINO, Italia"
NORD OVEST,10141,L219,TOIS037006,TOTL037507,I.I.S. SELLA-AALTO-LAGRANGE,I.I.S. SELLA-AALTO-LAGRANGE SERALE,NORMALE,TORINO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,TOIS037006@istruzione.it,Non Disponibile,VIA BRACCINI 11,TORINO,PIEMONTE,www.itgalvaraalto.it,201718,"VIA BRACCINI 11, TORINO, Italia"
NORD OVEST,10122,L219,TOVC01000Q,TOVC01000Q,UMBERTO I,UMBERTO I,NORMALE,TORINO,CONVITTO NAZIONALE,SI,Non Disponibile,TOVC01000Q@istruzione.it,tovc01000q@pec.istruzione.it,VIA  BLIGNY   1 BIS,TORINO,PIEMONTE,Non Disponibile,201718,"VIA  BLIGNY   1 BIS, TORINO, Italia"
NORD OVEST,10121,L219,TOIS053004,TOTD05301A,I.I.S. V. BOSSO - A. MONTI,I.T. ECONOMICO IND. TURISMO V. BOSSO,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS053004@istruzione.it,Non Disponibile,VIA MEUCCI 9,TORINO,PIEMONTE,htpp://www.bossomonti.gov.it,201718,"VIA MEUCCI 9, TORINO, Italia"
NORD OVEST,10125,L219,TOIS05400X,TOTD054016,I.I.S. C.I. GIULIO,I.T. ECONOMICO IND. TURISMO C.I. GIULIO,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS05400X@istruzione.it,Non Disponibile,VIA BIDONE 11,TORINO,PIEMONTE,www.istitutogiulio.it,201718,"VIA BIDONE 11, TORINO, Italia"
NORD OVEST,10125,L219,TOIS05400X,TOTD05450E,I.I.S. C.I. GIULIO,I. T.  ECONOMICO IND. TURISMO GIULIO SER,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS05400X@istruzione.it,Non Disponibile,VIA BIDONE 11,TORINO,PIEMONTE,www.istitutogiulio.it,201718,"VIA BIDONE 11, TORINO, Italia"
NORD OVEST,10142,L219,TOIC816001,TOIC816001,"I.C. TORINO - ""KING-MILA""","I.C. TORINO - ""KING-MILA""",NORMALE,TORINO,ISTITUTO COMPRENSIVO,SI,Non Disponibile,TOIC816001@istruzione.it,toic816001@pec.istruzione.it,VIA GERMNIO 12,TORINO,PIEMONTE,Non Disponibile,201718,"VIA GERMNIO 12, TORINO, Italia"
NORD OVEST,10131,L219,TOIS066006,TORI06601T,A. GOBETTI MARCHESINI - CASALE - ARDUINO,A. GOBETTI MARCHESINI,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TOIS066006@istruzione.it,Non Disponibile,VIA FIGLIE MILITARI 27,TORINO,PIEMONTE,www.gmca.gov.it,201718,"VIA FIGLIE MILITARI 27, TORINO, Italia"
NORD OVEST,10131,L219,TOIS066006,TORI066517,A. GOBETTI MARCHESINI - CASALE - ARDUINO,A. GOBETTI MARCHESINI,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TOIS066006@istruzione.it,Non Disponibile,VIA FIGLIE DEI MILITARI 27,TORINO,PIEMONTE,www.zerboni.it,201718,"VIA FIGLIE DEI MILITARI 27, TORINO, Italia"
NORD OVEST,10127,L219,TORS010007,TORS010007,MAGAROTTO,MAGAROTTO,PER SORDOMUTI,TORINO,IST PROF INDUSTRIA E ARTIGIANATO PER SORDOMUTI,NO,Non Disponibile,TORS010007@istruzione.it,Non Disponibile,VIA MONTE  CORNO 34,TORINO,PIEMONTE,www.isiss-magarotto.gov.it/torino,201718,"VIA MONTE  CORNO 34, TORINO, Italia"
NORD OVEST,10123,L219,TOSD02000L,TOSD02000L,A. PASSONI,A. PASSONI,SCUOLA ANNESSA,TORINO,ISTITUTO D'ARTE,SI,Non Disponibile,TOSD02000L@istruzione.it,tosd02000l@pec.istruzione.it,VIA DELLA ROCCA N.7,TORINO,PIEMONTE,www.lapassoni.it,201718,"VIA DELLA ROCCA N.7, TORINO, Italia"
NORD OVEST,10153,L219,TOSL01000C,TOSL01000C,LICEO ARTISTICO PRIMO,LICEO ARTISTICO PRIMO,NORMALE,TORINO,LICEO ARTISTICO,SI,Non Disponibile,TOSL01000C@istruzione.it,tosl01000c@pec.istruzione.it,"VIA CARCANO, 31",TORINO,PIEMONTE,www.primoart.it,201718,"VIA CARCANO, 31, TORINO, Italia"
NORD OVEST,10149,L219,TOSL01000C,TOSL01001D,LICEO ARTISTICO PRIMO,CASA CIRCONDARIALE LORUSSO-COTUGNO,SPEC. PER CARCERARI,TORINO,LICEO ARTISTICO,NO,Non Disponibile,TOSL01000C@istruzione.it,Non Disponibile,VIA ADELAIDE AGLIETTA 35,TORINO,PIEMONTE,www.primoart.it,201718,"VIA ADELAIDE AGLIETTA 35, TORINO, Italia"
NORD OVEST,10137,L219,TOIS003003,TOTD003019,I.I.S. E. MAJORANA,E. MAJORANA,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS003003@istruzione.it,Non Disponibile,"C.SO TAZZOLI,209",TORINO,PIEMONTE,www.majoranatorino.it,201718,"C.SO TAZZOLI,209, TORINO, Italia"
NORD OVEST,10137,L219,TOIS003003,TOTD00352Q,I.I.S. E. MAJORANA,IIS MAJORANA DI TORINO SEZ. SERALE,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS003003@istruzione.it,Non Disponibile,C.SO TAZZOLI 209,TORINO,PIEMONTE,www.majoranatorino.it,201718,"C.SO TAZZOLI 209, TORINO, Italia"
NORD OVEST,10154,L219,TOIS029007,TORH02901B,I.P.S. J. B. BECCARI,I.P.S. J. B. BECCARI,NORMALE,TORINO,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,NO,Non Disponibile,TOIS029007@istruzione.it,Non Disponibile,"VIA PAGANINI,22",TORINO,PIEMONTE,www.istitutobeccari.gov.it,201718,"VIA PAGANINI,22, TORINO, Italia"
NORD OVEST,10154,L219,TOIS029007,TORH02950Q,I.P.S. J. B. BECCARI,I.P.S. J. B. BECCARI,NORMALE,TORINO,IST PROF  ALBERGHIERO,NO,Non Disponibile,TOIS029007@istruzione.it,Non Disponibile,VIA PAGANINI 22,TORINO,PIEMONTE,www.istitutobeccari.gov.it,201718,"VIA PAGANINI 22, TORINO, Italia"
NORD OVEST,Non Disponibile,L219,TOIS04200N,TORH04201T,I.I.S. G. GIOLITTI,IP SERV ALB. E RIST. G. GIOLITTI,NORMALE,TORINO,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,NO,Non Disponibile,TOIS04200N@istruzione.it,Non Disponibile,VIA ALASSIO 20,TORINO,PIEMONTE,www.istitutogiolitti.gov.it,201718,"VIA ALASSIO 20, TORINO, Italia"
NORD OVEST,10154,L219,TOIS01300N,TORI013019,BODONI - PARAVIA,BODONI - PARAVIA,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TOIS01300N@istruzione.it,Non Disponibile,"VIA PONCHIELLI, 56",TORINO,PIEMONTE,www.bodoniparavia.it,201718,"VIA PONCHIELLI, 56, TORINO, Italia"
NORD OVEST,10131,L219,TOEE01800P,TOEE01800P,"D.D. TORINO - ""D'AZEGLIO""","D.D. TORINO - ""D'AZEGLIO""",NORMALE,TORINO,SCUOLA PRIMARIA,SI,Non Disponibile,TOEE01800P@istruzione.it,toee01800p@pec.istruzione.it,VIA SANTORRE SANTAROSA 11,TORINO,PIEMONTE,Non Disponibile,201718,"VIA SANTORRE SANTAROSA 11, TORINO, Italia"
NORD OVEST,10121,L219,TOIS037006,TOTD03701C,I.I.S. SELLA-AALTO-LAGRANGE,SELLA,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS037006@istruzione.it,Non Disponibile,"VIA MONTECUCCOLI, 12",TORINO,PIEMONTE,www.quintinosella.it,201718,"VIA MONTECUCCOLI, 12, TORINO, Italia"
NORD OVEST,10121,L219,TOIS037006,TOTD03750R,I.I.S. SELLA-AALTO-LAGRANGE,I.I.S. SELLA- AALTO- LAGRANGE,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS037006@istruzione.it,Non Disponibile,VIA MONTECUCCOLI 12,TORINO,PIEMONTE,www.quintinosella.it,201718,"VIA MONTECUCCOLI 12, TORINO, Italia"
NORD OVEST,10126,L219,TOIS04200N,TOTD04201X,I.I.S. G. GIOLITTI,I.T. TURISTICO IND. TURISMO G. GIOLITTI,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS04200N@istruzione.it,Non Disponibile,VIA ALASSIO 20,TORINO,PIEMONTE,www.istitutogiolitti.org,201718,"VIA ALASSIO 20, TORINO, Italia"
NORD OVEST,10121,L219,TOIS052008,TOTD05201E,I.I.S. P. BOSELLI,ISTITUTO TECNICO TURISTICO PAOLO BOSELLI,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS052008@istruzione.it,Non Disponibile,VIA MONTECUCCOLI 12,TORINO,PIEMONTE,www.istitutoboselli.it,201718,"VIA MONTECUCCOLI 12, TORINO, Italia"
NORD OVEST,10121,L219,TOIS052008,TOTD05250V,I.I.S. P. BOSELLI,I.I.S. P. BOSELLI  SERALE,NORMALE,TORINO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,TOIS052008@istruzione.it,Non Disponibile,VIA MONTECUCCOLI 12,TORINO,PIEMONTE,www.istitutoboselli.it,201718,"VIA MONTECUCCOLI 12, TORINO, Italia"
NORD OVEST,10154,L219,TOIS029007,TORI02901V,I.P.S. J. B. BECCARI,I.P.S. J. B. BECCARI,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TOIS029007@istruzione.it,Non Disponibile,"VIA PAGANINI,22",TORINO,PIEMONTE,www.istitutobeccari.it,201718,"VIA PAGANINI,22, TORINO, Italia"
NORD OVEST,10141,L219,TORI030002,TORI030002,G. PLANA,G. PLANA,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,SI,Non Disponibile,TORI030002@istruzione.it,tori030002@pec.istruzione.it,"PIAZZA ROBILANT,5",TORINO,PIEMONTE,www.ipiaplana.it,201718,"PIAZZA ROBILANT,5, TORINO, Italia"
NORD OVEST,10100,L219,TORI030002,TORI030024,G. PLANA,CASA CIRCONDARIALE LO RUSSO E COTUGNO,SPEC. PER CARCERARI,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TORI030002@istruzione.it,Non Disponibile,VIA PIANEZZA 100,TORINO,PIEMONTE,www.ipiaplana.it,201718,"VIA PIANEZZA 100, TORINO, Italia"
NORD OVEST,10141,L219,TORI030002,TORI03050B,G. PLANA,G. PLANA SERALE,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TORI030002@istruzione.it,Non Disponibile,"PIAZZA ROBILANT,5",TORINO,PIEMONTE,www.ipiaplana.it,201718,"PIAZZA ROBILANT,5, TORINO, Italia"
NORD OVEST,10154,L219,TORI04000L,TORI04000L,IPSIA DALMAZIO BIRAGO,IPSIA DALMAZIO BIRAGO,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,SI,Non Disponibile,TORI04000L@istruzione.it,tori04000l@pec.istruzione.it,"CORSO NOVARA,65",TORINO,PIEMONTE,www.ipsiabirago.it,201718,"CORSO NOVARA,65, TORINO, Italia"
NORD OVEST,10126,L219,TOIS04700R,TORI04702D,I.I.S. GALILEI - FERRARI,G. GALILEI,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TOIS04700R@istruzione.it,Non Disponibile,"VIA LAVAGNA, 8",TORINO,PIEMONTE,www.galileiferrari.it,201718,"VIA LAVAGNA, 8, TORINO, Italia"
NORD OVEST,10141,L219,TOIS037006,TOTL03701V,I.I.S. SELLA-AALTO-LAGRANGE,AALTO,NORMALE,TORINO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,TOIS037006@istruzione.it,Non Disponibile,VIA  BRACCINI 11,TORINO,PIEMONTE,www.itgalvaraalto.it,201718,"VIA  BRACCINI 11, TORINO, Italia"
NORD OVEST,10136,L219,TORH010009,TORH010009,RH G. COLOMBATTO,RH G. COLOMBATTO,NORMALE,TORINO,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE,SI,Non Disponibile,TORH010009@istruzione.it,torh010009@pec.istruzione.it,"VIA GORIZIA, 7",TORINO,PIEMONTE,www.ipcolombatto.gov.it,201718,"VIA GORIZIA, 7, TORINO, Italia"
NORD OVEST,10126,L219,TOIS04700R,TORI04752V,I.I.S. GALILEI - FERRARI,G. GALILEI,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TOIS04700R@istruzione.it,Non Disponibile,"VIA LAVAGNA, 8",TORINO,PIEMONTE,www.galileiferrari.it,201718,"VIA LAVAGNA, 8, TORINO, Italia"
NORD OVEST,10147,L219,TOIS061003,TOTF06101G,I.I.S. G. PEANO,G. PEANO,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS061003@istruzione.it,Non Disponibile,CORSO  VENEZIA 29,TORINO,PIEMONTE,www.peano.it,201718,"CORSO  VENEZIA 29, TORINO, Italia"
NORD OVEST,10147,L219,TOIS061003,TOTF061511,I.I.S. G. PEANO,I.I.S. G. PEANO - SERALE,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS061003@istruzione.it,Non Disponibile,"CORSO VENEZIA,29",TORINO,PIEMONTE,www.peano.it,201718,"CORSO VENEZIA,29, TORINO, Italia"
NORD OVEST,10152,L219,TOIS066006,TOTF06601P,A. GOBETTI MARCHESINI - CASALE - ARDUINO,L. CASALE,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS066006@istruzione.it,Non Disponibile,"VIA ROVIGO,19",TORINO,PIEMONTE,www.gmca.gov.it,201718,"VIA ROVIGO,19, TORINO, Italia"
NORD OVEST,10152,L219,TOIS066006,TOTF066514,A. GOBETTI MARCHESINI - CASALE - ARDUINO,L. CASALE,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,NO,Non Disponibile,TOIS066006@istruzione.it,Non Disponibile,VIA ROVIGO 19,TORINO,PIEMONTE,www.gmca.gov.it,201718,"VIA ROVIGO 19, TORINO, Italia"
NORD OVEST,10148,L219,TOTF14000A,TOTF14000A,C. GRASSI,C. GRASSI,NORMALE,TORINO,ISTITUTO TECNICO INDUSTRIALE,SI,Non Disponibile,TOTF14000A@istruzione.it,totf14000a@pec.istruzione.it,VIA  VERONESE 305,TORINO,PIEMONTE,http://www.itisgrassi.it,201718,"VIA  VERONESE 305, TORINO, Italia"
NORD OVEST,10152,L219,TOTL02000C,TOTL02000C,G. GUARINI,G. GUARINI,NORMALE,TORINO,ISTITUTO TECNICO PER GEOMETRI,SI,Non Disponibile,TOTL02000C@istruzione.it,totl02000c@pec.istruzione.it,VIA SALERNO 60,TORINO,PIEMONTE,www.itgguarini.it,201718,"VIA SALERNO 60, TORINO, Italia"
NORD OVEST,10152,L219,TOTL02000C,TOTL02050T,G. GUARINI,G. GUARINI SERALE,NORMALE,TORINO,ISTITUTO TECNICO PER GEOMETRI,NO,Non Disponibile,TOTL02000C@istruzione.it,Non Disponibile,VIA SALERNO 60,TORINO,PIEMONTE,www.itgguarini.gov.it,201718,"VIA SALERNO 60, TORINO, Italia"
NORD OVEST,10153,L219,TOSL01000C,TOSL01050T,LICEO ARTISTICO PRIMO,LICEO ARTISTICO PRIMO - SERALE,NORMALE,TORINO,LICEO ARTISTICO,NO,Non Disponibile,TOSL01000C@istruzione.it,Non Disponibile,"VIA CARCANO, 31",TORINO,PIEMONTE,www.serale.primoart.it,201718,"VIA CARCANO, 31, TORINO, Italia"
NORD OVEST,10137,L219,TOSL020003,TOSL02050C,"LICEO ARTISTICO STATALE""R.COTTINI""",L.A. R. COTTINI SERALE,NORMALE,TORINO,LICEO ARTISTICO,NO,Non Disponibile,TOSL020003@istruzione.it,Non Disponibile,"VIA CASTELGOMBERTO,2O",TORINO,PIEMONTE,www.liceocottini.it,201718,"VIA CASTELGOMBERTO,2O, TORINO, Italia"
NORD OVEST,10148,L219,TOIS04800L,TORI048018,I.I.S. R. ZERBONI,R. ZERBONI,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TOIS04800L@istruzione.it,Non Disponibile,"VIA P. DELLA CELLA, 3",TORINO,PIEMONTE,www.ipsiazerboni.it,201718,"VIA P. DELLA CELLA, 3, TORINO, Italia"
NORD OVEST,10147,L219,TOIS04800L,TORI04851N,I.I.S. R. ZERBONI,I.I.S. R. ZERBONI SERALE,NORMALE,TORINO,IST PROF INDUSTRIA E ARTIGIANATO,NO,Non Disponibile,TOIS04800L@istruzione.it,Non Disponibile,VIA P. DELLA CELLA 3,TORINO,PIEMONTE,www.zerboni.it,201718,"VIA P. DELLA CELLA 3, TORINO, Italia"
NORD OVEST,10154,L219,,TO1A139001,,MAMMA MARGHERITA,,TORINO,SCUOLA INFANZIA NON STATALE,,,direttrice.materna@michelerua.it,Non Disponibile,V.PAISIELLO 42,TORINO,PIEMONTE,www.michelerua.it,201718,"V.PAISIELLO 42, TORINO, Italia"
NORD OVEST,10152,L219,,TO1M05100T,,COTTOLENGO,,TORINO,SCUOLA SEC. PRIMO GRADO NON STATALE,,,SCUOLE.COTTOLENGO@GMAIL.COM,Non Disponibile,V.COTTOLENGO 14,TORINO,PIEMONTE,Non Disponibile,201718,"V.COTTOLENGO 14, TORINO, Italia"
NORD OVEST,10141,L219,,TO1M04500E,,MADRE MAZZARELLO,,TORINO,SCUOLA SEC. PRIMO GRADO NON STATALE,,,Non Disponibile,Non Disponibile,V.CUMIANA 14,TORINO,PIEMONTE,www.mazzarello.it,201718,"V.CUMIANA 14, TORINO, Italia"
NORD OVEST,10136,L219,,TO1M041007,,SOCIALE,,TORINO,SCUOLA SEC. PRIMO GRADO NON STATALE,,,INFO@ISTITUTOSOCIALE.IT,Non Disponibile,C.O SIRACUSA 10,TORINO,PIEMONTE,www.istitutosociale.it,201718,"C.O SIRACUSA 10, TORINO, Italia"
NORD OVEST,10135,L219,,TO1M039007,,AGNELLI EDOARDO,,TORINO,SCUOLA SEC. PRIMO GRADO NON STATALE,,,Non Disponibile,Non Disponibile,C.O UNIONE SOVIETICA 312,TORINO,PIEMONTE,www.istitutoagnelli.it,201718,"C.O UNIONE SOVIETICA 312, TORINO, Italia"
NORD OVEST,10135,L219,,TO1A141001,,MIRAFIORI SUD,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.NEGARVILLE 30/8,TORINO,PIEMONTE,Non Disponibile,201718,"V.NEGARVILLE 30/8, TORINO, Italia"
NORD OVEST,10154,L219,,TO1A137009,,PRINCIPESSA DI PIEMONTE,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,V.PAISIELLO 1,TORINO,PIEMONTE,Non Disponibile,201718,"V.PAISIELLO 1, TORINO, Italia"
NORD OVEST,10144,L219,,TO1A13500N,,APORTI GASTALDI,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmlivorno@comune.torino.it,Non Disponibile,V.LIVORNO 14,TORINO,PIEMONTE,Non Disponibile,201718,"V.LIVORNO 14, TORINO, Italia"
NORD OVEST,10132,L219,,TO1A13100A,,MAFALDA SAVOIA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmcasale@comune.torino.it,Non Disponibile,C.CASALE 246,TORINO,PIEMONTE,Non Disponibile,201718,"C.CASALE 246, TORINO, Italia"
NORD OVEST,10123,L219,,TO1A14400C,,S.MASSIMO,,TORINO,SCUOLA INFANZIA NON STATALE,,,ass.dame_carita@tiscali.it,Non Disponibile,V.DEI MILLE 19,TORINO,PIEMONTE,Non Disponibile,201718,"V.DEI MILLE 19, TORINO, Italia"
NORD OVEST,10129,L219,,TO1AFC500O,,BUDDIES Kindergarten CROCETTA,,TORINO,SCUOLA INFANZIA NON STATALE,,,Non Disponibile,Non Disponibile,"CORSO ROSSELLI,108/5/A",TORINO,PIEMONTE,http://buddies.it/it/buddies-crocetta-in,201718,"CORSO ROSSELLI,108/5/A, TORINO, Italia"
NORD OVEST,10121,L219,,TO1A4C500G,,POPPY,,TORINO,SCUOLA INFANZIA NON STATALE,,,info@poppytorino.com,Non Disponibile,"VIA SAN QUINTINO,13f",TORINO,PIEMONTE,Non Disponibile,201718,"VIA SAN QUINTINO,13f, TORINO, Italia"
NORD OVEST,10126,L219,,TO1A112001,,SAN MICHELE,,TORINO,SCUOLA INFANZIA NON STATALE,,,scuola@scuolasanmichele.org,Non Disponibile,V.ABEGG 19,TORINO,PIEMONTE,www.scuolasanmichele.org,201718,"V.ABEGG 19, TORINO, Italia"
NORD OVEST,10134,L219,,TO1A29700T,,IL MICINO,,TORINO,SCUOLA INFANZIA NON STATALE,,,P.LEONE@ILMICINO.IT,Non Disponibile,"VIA S.MARINO, 31",TORINO,PIEMONTE,Non Disponibile,201718,"VIA S.MARINO, 31, TORINO, Italia"
NORD OVEST,10151,L219,,TO1A14800Q,,SCUOLA MATERNA,,TORINO,SCUOLA INFANZIA NON STATALE,,,smmverbene@comune.torino.it,Non Disponibile,V.VERBENE  4,TORINO,PIEMONTE,Non Disponibile,201718,"V.VERBENE  4, TORINO, Italia"
